33.6400604,-111.9823835,22.8044638528,Bars
33.4346825157,-111.994403601,19.6019875156,Bars
33.4659943502,-112.015267499,16.5133577471,Bars
33.4557075,-112.0720114,28.918372225,Bars
33.330921838,-111.983517949,15.9467520659,Bars
33.6390629,-112.1366725,26.5494910721,Bars
33.4558849,-112.0741767,15.5983167983,Bars
33.5114545317,-112.028513258,30.5317947566,Bars
33.6756028,-112.1004297,19.665861637,Bars
33.3480616,-111.9820214,20.0309976884,Bars
33.4804371,-112.1188436,32.2052664942,Bars
33.5826741,-112.0518284,30.752911461,Bars
33.5754756,-112.0651766,31.8465349716,Bars
33.5789671,-112.119714,39.52649208,Bars
33.4962264,-112.0837513,23.6111419224,Bars
33.6402434,-112.0967521,30.8168243604,Bars
33.6537043,-112.065019,35.5835689787,Bars
33.3323593,-111.979044,30.6472593313,Bars
33.47322,-112.04806,32.0731753845,Bars
33.4515753,-112.0699863,28.2949665433,Bars
33.494204,-111.976613,32.0469166851,Bars
33.4791778,-112.2211697,11.5685177527,Bars
33.5637599,-112.0734903,31.5739650015,Bars
33.553251,-112.057112,30.5813887206,Bars
33.4947311,-112.0235561,31.5565989372,Bars
33.6108216,-112.1525294,9.0152746364,Bars
33.509991,-112.103239,36.9193484095,Bars
33.4978019,-112.074054,30.5051519934,Bars
33.4348335266,-112.014045715,6.73934779644,Bars
33.6710684743,-112.030189633,32.0121951425,Bars
33.317959,-111.975646,24.7438438269,Bars
33.4472590208,-112.072742745,23.254704535,Bars
33.595079,-112.0140556,27.6803276346,Bars
33.5239935,-112.1141665,27.5759271682,Bars
33.583061,-112.051734,22.8685146259,Bars
33.4408589,-112.0737619,27.7292007521,Bars
33.4320220947,-112.012466431,20.7754268807,Bars
33.6399809,-112.1205665,14.2677318517,Bars
33.4504587,-112.0740771,22.5957519635,Bars
33.6677601,-112.1240616,21.2444433302,Bars
33.4951092,-112.2385145,13.2272916329,Bars
33.448572,-112.071603,18.0149839079,Bars
33.507577,-112.266463,18.8791464527,Bars
33.4493603,-112.0660026,30.7968682694,Bars
33.4764103,-111.9864526,18.8829624131,Bars
33.5097861,-111.9965163,21.431207882,Bars
33.5194664,-112.0653473,29.635410448,Bars
33.6240766,-112.0302603,28.034903303,Bars
33.572465,-112.064928,26.2774388674,Bars
33.6400327,-112.0249314,23.0896594908,Bars
33.484149,-112.074924,26.3761647261,Bars
33.5595833268,-112.064908618,32.9764129554,Bars
33.3050931742,-112.056652546,27.1114187789,Bars
33.509517,-112.061566,29.2662866945,Bars
33.443909,-112.070122,26.8636596855,Bars
33.4816345,-112.0474654,25.8208612796,Bars
33.5799718,-112.1220078,23.2798224711,Bars
33.581757,-112.008454,29.2446474285,Bars
33.5610089,-112.1158168,12.7164762376,Bars
33.4838492,-112.0473227,23.6397957365,Bars
33.4800325,-112.0283324,35.5920220031,Bars
33.5787197,-112.1211491,18.759223576,Bars
33.43579,-112.014017,13.6445737991,Bars
33.5232447363,-112.046871378,29.3438218013,Bars
33.6562094945,-112.013146877,19.2958954527,Bars
33.457863,-112.068359,15.7230455323,Bars
33.598642,-111.985821,32.9697395478,Bars
33.4780159,-112.254559,14.6103595439,Bars
33.523744,-112.0467307,40.161046113,Bars
33.5300156,-112.0566279,34.0353683083,Bars
33.6328505,-112.0312477,29.2506614582,Bars
33.439648,-112.026154,13.952680756,Bars
33.4537213,-112.0853103,19.6312518757,Bars
33.47907,-112.073306,30.6817307078,Bars
33.4471799433,-112.07370311,31.1761333532,Bars
33.4459743799,-112.069676108,31.6955537553,Bars
33.4253128,-112.0291199,20.3991635526,Bars
33.6577429,-111.929248,24.3981018219,Bars
33.5777369,-112.1174765,22.192087615,Bars
33.4903956,-112.0653813,20.5832303126,Bars
33.5982552,-112.0133874,29.8077580119,Bars
33.596293,-112.0361182,25.2564975693,Bars
